TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
f_f010870,라이언홀리데이 인 부산 입장권2매,1,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-02 16:18,1,15000,라이언 홀리데이 인 부산 체험관 입장권,
f_f010886,버스표,0,3,,부산종합버스터미널,133,,,,,1,66000,,2641010200
f_f010933,주유,1,3,2218211963,동춘천농협 클린주유소,강원특별자치도 춘천시 동내면 학곡동2길 17,강원특별자치도 춘천시 동내면 학곡리 590,4454748,5111039025,2023-08-26 10:58,1,40000,주유비,
f_f010988,바베큐용 펜션 물품 및 식재료,1,2,2208160348,홈플러스,대구 수성구 동대구로 95,대구 수성구 두산동 113,3007004,2726011100,2023-08-23 21:48,1,40500,움트리육류생와사비;기름떡볶이;해찬들사계절쌈장;한끼신선 새송이 슬;칼집그릴비엔나,
f_f010989,가평맛남샌드,2,2,8598501937,(주)파리크라상,경기 가평군 설악면 미사리로 540,경기 가평군 설악면 미사리 274-9,3216014,4182031026,2023-09-03 14:43,1,32000,가평 맛남샌드,
f_f011248,기차표,1,2,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-08-30 21:32,1,27600,기차표 ,
f_f011248,기차표,3,2,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-08-30 21:33,1,27600,기차표 ,
f_f011329,고속버스 탑승권,1,2,1048183559,티머니GO,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-10 16:04,1,89200,버스표,
f_f011416,마이구미 젤리 1개; 맥스봉 2개; 포켓몬 빵 1개,0,2,,Cu 현대아파트점,거제대로 37 (양정동  현대2차아파트),,,,,1,4700,,2623010100
f_f011464,반월당 닭강정,1,2,1078657147,스토리웨이,대구 동구 동대구로 550,,3007004,2714010100,2023-08-24 12:21,1,4000,(순)싱글컵 치킨,
f_f011476,흠뻑쇼 티켓,1,2,3798101210,피네이션_SJ_당일,서울 강남구 논현로151길 21,서울 강남구 신사동 563-2,4166144,1168010700,2023-07-13 00:00,3,315200,관람권 ,
f_f011487,대구이월드예매,0,2,,주식회사야놀자,산302-11,,,,,1,81800,,2729010200
